Service Tag,System Type,Ship Date,Dell IBU,Description,Provider,Warrenty Extension Notice *,Start Date,End Date,Days Left,,,,,,,,,,,,,,,,,,
PP2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KBBC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KK1C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
77OC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PF1C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LL7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LG8C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
APMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PMHC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3NIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
cf2c831,optiplex gx270,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
I80C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
H9OC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O9IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ONOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OL3C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gd3c831,optiplex 160l,8/8/2003,americas,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
P98C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3OCC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9c2c831,optiplex sx270n,8/12/2003,americas,client gold support / prosupport,dell,no,8/12/2003,8/11/2006,0,next business day support,uny,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,
dd2c831,optiplex sx270n,8/12/2003,americas,client gold support / prosupport,dell,no,8/12/2003,8/11/2006,0,next business day support,uny,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,
ENOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MO9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
dh2c831,dimension 4600,8/9/2003,americas,qlx,8/9/2003,8/8/2004,0,,,,,,,,,,,,,,,,,,,,
P8FC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
bdhc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
O1NC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L39C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L24C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
h0cc831,inspiron 8500,8/14/2003,americas,bsc,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,,,
g43c831,dell precision mobile workstation m50,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
14jc831,optiplex sx260,8/14/2003,canada,next business day support,uny,no,8/14/2004,8/14/2006,0,,,,,,,,,,,,,,,,,,
O2CC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NN2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
j21c831,optiplex sx270n,8/8/2003,americas,client gold support / prosupport,dell,no,8/8/2003,8/7/2006,0,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,
CDIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hbkc831,inspiron 5150,8/14/2003,americas,sol,5/23/2007,9/30/2007,0,,,,,,,,,,,,,,,,,,,,
0GDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5O7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KP7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4mfc831,optiplex gx260,8/13/2003,americas,client gold support / prosupport,dell,no,8/13/2003,8/12/2006,0,next business day support,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,
j2bc831,inspiron 5100,8/13/2003,americas,dell,8/13/2003,8/12/2005,0,next business day support,qlx,8/12/2004,8/12/2005,0,,,,,,,,,,,,,,,
5JIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
086C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MIAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g85c831,optiplex gx260,8/8/2003,americas,client gold support / prosupport,dell,no,8/8/2003,8/7/2006,0,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,
NI8C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g0mc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
jk0c831,inspiron 500m,8/13/2003,americas,bsc,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,,,
09LC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
36dc831,optiplex gx260,8/11/2003,americas,4 hour on-site service,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
E3AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
j65c831,optiplex gx270,8/10/2003,americas,next business day support,wang,no,8/9/2004,8/9/2006,0,,,,,,,,,,,,,,,,,,
h7kc831,inspiron 5150,8/14/2003,americas,sol,9/22/2006,9/30/2007,0,rapid response depot,sol,9/22/2006,9/30/2007,0,,,,,,,,,,,,,,,
ANLC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
47AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DEBC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
f45c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
I3GC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HE4C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N62C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2E2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gpcc831,latitude d400,8/11/2003,americas,complete care,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
jdnc831,inspiron 5150,8/14/2003,americas,sol,8/13/2007,9/30/2007,0,,,,,,,,,,,,,,,,,,,,
M3FC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
16OC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OFDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DNIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OAAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A8DC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2bdc831,optiplex gx260,8/8/2003,americas,client gold support / prosupport,dell,no,8/8/2003,11/5/2006,0,next business day support,uny,no,11/5/2004,11/5/2006,0,,,,,,,,,,,,
h48c831,inspiron 600m,8/14/2003,americas,sol,8/14/2003,8/13/2004,0,,,,,,,,,,,,,,,,,,,,
EN0C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M63C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EFGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
919c831,latitude d500,8/11/2003,americas,complete care,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
4OGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2I7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5lpc831,optiplex gx260,8/13/2003,americas,next business day support,dc1,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
3gdc831,optiplex gx270,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
BEHC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
185c831,optiplex gx270,8/8/2003,americas,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
85fc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
4NAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
bpmc831,optiplex sx270n,8/13/2003,americas,next business day support,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
BLGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AD5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GADC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EM9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
JPAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
09AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gk5c831,inspiron 1100,8/13/2003,americas,sol,8/13/2003,8/12/2004,0,,,,,,,,,,,,,,,,,,,,
MACC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E4DC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LC0C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LAGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AO5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5jnc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
c44c831,optiplex sx270n,8/12/2003,americas,client gold support / prosupport,dell,no,8/12/2003,8/11/2006,0,next business day support,uny,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,
j13c831,optiplex gx270,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
H6IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PGDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M6PC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L34C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K7PC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
G8AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3n1c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
F6AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
b5jc831,inspiron 600m,8/14/2003,americas,dell,8/14/2003,8/13/2007,0,next business day support,bsc,8/13/2004,8/13/2007,0,,,,,,,,,,,,,,,
8A0C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O52C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IG8C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M25C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ffdc831,optiplex gx270,8/10/2003,americas,next business day support,uny,no,8/9/2004,8/9/2006,0,,,,,,,,,,,,,,,,,,
M91C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
77fc831,optiplex gx270,8/13/2003,americas,next business day support,uny,no,8/12/2006,8/12/2008,0,,,,,,,,,,,,,,,,,,
60AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GENC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
cndc831,optiplex gx260,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
793C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hb6c831,xps/dimension xps,8/11/2003,americas,bsc,8/11/2003,8/10/2004,0,complete care,dell,8/11/2003,8/10/2004,0,,,,,,,,,,,,,,,
j60c831,dimension 4600,8/9/2003,americas,qlx,8/9/2003,8/8/2004,0,,,,,,,,,,,,,,,,,,,,
MFLC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3PIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I2BC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OOMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N06C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8hjc831,inspiron 8500,8/13/2003,americas,dell,8/13/2003,8/12/2006,0,rapid response depot,sol,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,
5c4c831,latitude d500,8/14/2003,americas,complete care,dell,no,6/13/2006,6/13/2008,0,next business day support,uny,no,8/13/2006,6/13/2008,0,,,,,,,,,,,,
3l2c831,poweredge 1650,8/12/2003,americas,next business day support,wang,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,,,,,,,
IDJC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
55hc831,optiplex gx270,8/10/2003,americas,next business day support,uny,no,8/9/2004,8/9/2006,0,,,,,,,,,,,,,,,,,,
II5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5AFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0L9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
FHOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OBKC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3f9c831,inspiron 5100,8/11/2003,americas,sol,8/11/2003,8/10/2004,0,,,,,,,,,,,,,,,,,,,,
M9KC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
69dc831,optiplex gx260,8/8/2003,americas,next business day parts delivery,dell,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
O54C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E8LC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6mjc831,inspiron 8500,8/14/2003,americas,complete care,bsc,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
3ppc831,optiplex gx260,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
dffc831,inspiron 600m,8/11/2003,americas,sol,8/11/2003,8/10/2004,0,complete care,dell,8/11/2003,8/10/2004,0,,,,,,,,,,,,,,,
EKKC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
68dc831,optiplex gx260,8/13/2003,americas,next business day support,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
0ILC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8n4c831,latitude c610,8/14/2003,americas,next business day support,wang,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
6PAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PA8C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
740c831,dimension 4600,8/9/2003,americas,qlx,8/9/2003,8/8/2004,0,,,,,,,,,,,,,,,,,,,,
b10c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
LNFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M1CC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M8FC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
071C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
45OC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EJ5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5p5c831,inspiron 5100,8/11/2003,americas,dell,8/11/2003,8/10/2006,0,"next business day, includes nights/weekends",qlx,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,
KCOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LLFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NK1C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P7LC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
fdgc831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
591c831,inspiron 1100,8/11/2003,americas,sol,8/11/2003,8/10/2004,0,,,,,,,,,,,,,,,,,,,,
0LGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4kfc831,optiplex gx270,8/13/2003,americas,next business day support,uny,no,8/12/2006,8/12/2008,0,,,,,,,,,,,,,,,,,,
B7EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A6EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
42cc831,optiplex gx260,8/11/2003,canada,next business day support,uny,no,8/11/2004,8/11/2007,0,,,,,,,,,,,,,,,,,,
IFBC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
753c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
L0CC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
d7nc831,latitude d600,8/14/2003,americas,complete care,uny,no,8/13/2004,8/13/2007,0,,,,,,,,,,,,,,,,,,
O5DC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
69AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DODC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A39C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P8KC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NBMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OG2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K5LC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5hlc831,optiplex gx60,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
bh8c831,optiplex gx260,8/8/2003,americas,client gold support / prosupport,dell,no,8/8/2003,8/7/2006,0,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,
7n4c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
NA3C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
bk7c831,latitude d600,8/14/2003,americas,next business day support,uny,no,8/13/2006,8/13/2008,0,,,,,,,,,,,,,,,,,,
3O9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ID9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3EOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2pfc831,latitude c640,8/14/2003,americas,client gold support / prosupport,dell,no,8/14/2003,8/13/2006,0,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,
7bnc831,optiplex gx260,8/13/2003,americas,next business day support,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
0F1C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
162c831,optiplex sx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
gdmc831,optiplex sx270n,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
b11c831,poweredge 600sc,8/11/2003,americas,4 hour on-site service,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
L76C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
H5AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gn2c831,dell precision workstation 360,8/8/2003,americas,4 hour on-site service,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
jp4c831,latitude c610,8/14/2003,americas,next business day support,wang,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
ck6c831,latitude d400,7/31/2003,americas,complete care,uny,no,7/30/2004,7/30/2006,0,,,,,,,,,,,,,,,,,,
KBIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6c9c831,inspiron 1100,8/13/2003,americas,bsc,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,,,
EJNC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L2EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
282c831,optiplex sx270n,8/12/2003,americas,client gold support / prosupport,dell,no,8/12/2003,8/11/2006,0,next business day support,uny,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,
7kcc831,latitude d500,8/13/2003,americas,rapid response depot,sol,no,8/13/2003,8/12/2004,0,,,,,,,,,,,,,,,,,,
NJ7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9m8c831,poweredge 1750,8/11/2003,americas,silver premium support,dell,no,8/16/2006,8/10/2008,0,4 hour on-site service,uny,no,8/16/2006,8/10/2008,0,,,,,,,,,,,,
j2mc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
ACNC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PJGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8n8c831,optiplex sx270n,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,4 hour on-site service,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
GDOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EBPC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0EGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
144c831,latitude c640,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,complete care,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
j56c831,inspiron 5100,8/12/2003,americas,complete care,bsc,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,,,,,,,
7OOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
89dc831,optiplex gx260,8/8/2003,americas,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
c5nc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
ghdc831,inspiron 5100,8/13/2003,americas,sol,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,,,
JIIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
jkbc831,inspiron 5100,8/11/2003,americas,sol,8/11/2003,8/10/2004,0,,,,,,,,,,,,,,,,,,,,
1f2c831,optiplex gx270,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
N24C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MKBC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
JCPC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PN9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hl7c831,inspiron 5100,8/11/2003,americas,dell,8/11/2003,8/10/2006,0,"next business day, includes nights/weekends",qlx,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,
62cc831,optiplex gx260,8/11/2003,canada,next business day support,uny,no,8/11/2004,8/11/2007,0,,,,,,,,,,,,,,,,,,
jf9c831,optiplex sx270n,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
f09c831,latitude d500,8/14/2003,americas,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
7ACC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
88bc831,latitude d600,8/11/2003,americas,uny,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,,,
0I5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2bcc831,optiplex gx260,8/8/2003,americas,client gold support / prosupport,dell,no,8/8/2003,8/7/2006,0,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,
EJOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EGEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g40c831,optiplex gx270,8/12/2003,americas,next business day support,uny,no,8/11/2004,8/11/2006,0,next business day support,uny,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,
0AKC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4AEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1O8C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8bfc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
D8IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KHAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E7IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
66kc831,inspiron 500m,8/14/2003,americas,qlx,8/13/2004,8/13/2005,0,,,,,,,,,,,,,,,,,,,,
45EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IHJC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
234c831,optiplex gx270,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
5K2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LEHC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
47gc831,latitude c640,8/14/2003,americas,client gold support / prosupport,dell,no,8/14/2003,8/13/2006,0,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,
9gmc831,optiplex gx60,8/9/2003,americas,next business day support,uny,no,8/8/2004,8/8/2006,0,,,,,,,,,,,,,,,,,,
cp6c831,xps/dimension xps,8/11/2003,americas,dell,8/11/2003,8/10/2007,0,next business day support,bsc,8/10/2004,8/10/2007,0,,,,,,,,,,,,,,,
37hc831,inspiron 5150,8/14/2003,americas,rapid response depot,sol,no,9/22/2006,9/30/2007,0,,,,,,,,,,,,,,,,,,
65lc831,optiplex gx60,8/18/2003,latin america,next business day support,uny,no,8/17/2004,8/17/2007,0,,,,,,,,,,,,,,,,,,
9knc831,dell precision workstation 360,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
